date,species,trap,latitude,longitude,month,day,station,tmax,tmin,tavg,dewpoint,wetbulb,heat,cool,sunrise,sunset,snowfall,preciptotal,stnpressure,sealevel,resultspeed,resultdir,avgspeed,dz,vcts,mifg,vcfg,ra,fu,hz,ts,bcfg,sq,tsra,gr,sn,br,fg+,fg,tavg_7,tavg_30
2007-05-29,culex restuans,T094,41.720848,-87.666014,5,29,1,88,60,74,58,65,0,9,421,1917,0.0,0.0,29.39,30.11,5.8,18,6.5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,64.85714285714286,64.8
2007-05-29,culex restuans,T096,41.731922,-87.677512,5,29,1,88,60,74,58,65,0,9,421,1917,0.0,0.0,29.39,30.11,5.8,18,6.5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,64.85714285714286,64.8
2007-05-29,culex pipiens,T096,41.731922,-87.677512,5,29,1,88,60,74,58,65,0,9,421,1917,0.0,0.0,29.39,30.11,5.8,18,6.5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,64.85714285714286,64.8
2007-05-29,culex pipiens/restuans,T129,41.891126,-87.61156,5,29,1,88,60,74,58,65,0,9,421,1917,0.0,0.0,29.39,30.11,5.8,18,6.5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,64.85714285714286,64.8
2007-05-29,culex restuans,T129,41.891126,-87.61156,5,29,1,88,60,74,58,65,0,9,421,1917,0.0,0.0,29.39,30.11,5.8,18,6.5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,64.85714285714286,64.8
2007-05-29,culex pipiens/restuans,T143,41.999129,-87.795585,5,29,1,88,60,74,58,65,0,9,421,1917,0.0,0.0,29.39,30.11,5.8,18,6.5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,64.85714285714286,64.8
2007-05-29,culex pipiens/restuans,T148,42.01743,-87.68776899999997,5,29,1,88,60,74,58,65,0,9,421,1917,0.0,0.0,29.39,30.11,5.8,18,6.5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,64.85714285714286,64.8
2007-05-29,culex restuans,T153,41.907645,-87.760886,5,29,1,88,60,74,58,65,0,9,421,1917,0.0,0.0,29.39,30.11,5.8,18,6.5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,64.85714285714286,64.8
2007-05-29,culex restuans,T159,41.732984,-87.649642,5,29,1,88,60,74,58,65,0,9,421,1917,0.0,0.0,29.39,30.11,5.8,18,6.5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,64.85714285714286,64.8
2007-06-05,culex pipiens/restuans,T002,41.95469,-87.800991,6,5,1,64,47,56,48,51,9,0,417,1923,0.0,0.42,29.1,29.79,5.2,5,7.6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,67.71428571428571,69.93333333333334
2007-06-05,culex restuans,T002,41.95469,-87.800991,6,5,1,64,47,56,48,51,9,0,417,1923,0.0,0.42,29.1,29.79,5.2,5,7.6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,67.71428571428571,69.93333333333334
2007-06-05,culex pipiens,T002,41.95469,-87.800991,6,5,1,64,47,56,48,51,9,0,417,1923,0.0,0.42,29.1,29.79,5.2,5,7.6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,67.71428571428571,69.93333333333334
2007-06-05,culex pipiens/restuans,T015,41.974089,-87.824812,6,5,1,64,47,56,48,51,9,0,417,1923,0.0,0.42,29.1,29.79,5.2,5,7.6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,67.71428571428571,69.93333333333334
2007-06-05,culex restuans,T015,41.974089,-87.824812,6,5,1,64,47,56,48,51,9,0,417,1923,0.0,0.42,29.1,29.79,5.2,5,7.6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,67.71428571428571,69.93333333333334
2007-06-05,culex pipiens/restuans,T045,41.9216,-87.666455,6,5,1,64,47,56,48,51,9,0,417,1923,0.0,0.42,29.1,29.79,5.2,5,7.6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,67.71428571428571,69.93333333333334
2007-06-05,culex restuans,T045,41.9216,-87.666455,6,5,1,64,47,56,48,51,9,0,417,1923,0.0,0.42,29.1,29.79,5.2,5,7.6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,67.71428571428571,69.93333333333334
2007-06-05,culex pipiens,T045,41.9216,-87.666455,6,5,1,64,47,56,48,51,9,0,417,1923,0.0,0.42,29.1,29.79,5.2,5,7.6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,67.71428571428571,69.93333333333334
2007-06-05,culex restuans,T046,41.891118,-87.65449100000002,6,5,1,64,47,56,48,51,9,0,417,1923,0.0,0.42,29.1,29.79,5.2,5,7.6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,67.71428571428571,69.93333333333334
2007-06-05,culex pipiens/restuans,T048,41.867108,-87.654224,6,5,1,64,47,56,48,51,9,0,417,1923,0.0,0.42,29.1,29.79,5.2,5,7.6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,67.71428571428571,69.93333333333334
2007-06-05,culex restuans,T048,41.867108,-87.654224,6,5,1,64,47,56,48,51,9,0,417,1923,0.0,0.42,29.1,29.79,5.2,5,7.6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,67.71428571428571,69.93333333333334
2007-06-05,culex pipiens,T048,41.867108,-87.654224,6,5,1,64,47,56,48,51,9,0,417,1923,0.0,0.42,29.1,29.79,5.2,5,7.6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,67.71428571428571,69.93333333333334
2007-06-05,culex restuans,T049,41.896282,-87.655232,6,5,1,64,47,56,48,51,9,0,417,1923,0.0,0.42,29.1,29.79,5.2,5,7.6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,67.71428571428571,69.93333333333334
2007-06-05,culex pipiens/restuans,T050,41.919343,-87.694259,6,5,1,64,47,56,48,51,9,0,417,1923,0.0,0.42,29.1,29.79,5.2,5,7.6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,67.71428571428571,69.93333333333334
2007-06-05,culex restuans,T050,41.919343,-87.694259,6,5,1,64,47,56,48,51,9,0,417,1923,0.0,0.42,29.1,29.79,5.2,5,7.6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,67.71428571428571,69.93333333333334
2007-06-05,culex restuans,T054,41.921965,-87.632085,6,5,1,64,47,56,48,51,9,0,417,1923,0.0,0.42,29.1,29.79,5.2,5,7.6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,67.71428571428571,69.93333333333334
2007-06-05,culex restuans,T086,41.688324,-87.676709,6,5,1,64,47,56,48,51,9,0,417,1923,0.0,0.42,29.1,29.79,5.2,5,7.6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,67.71428571428571,69.93333333333334
2007-06-05,culex pipiens/restuans,T094,41.720848,-87.666014,6,5,1,64,47,56,48,51,9,0,417,1923,0.0,0.42,29.1,29.79,5.2,5,7.6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,67.71428571428571,69.93333333333334
2007-06-05,culex pipiens/restuans,T096,41.731922,-87.677512,6,5,1,64,47,56,48,51,9,0,417,1923,0.0,0.42,29.1,29.79,5.2,5,7.6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,67.71428571428571,69.93333333333334
2007-06-05,culex restuans,T096,41.731922,-87.677512,6,5,1,64,47,56,48,51,9,0,417,1923,0.0,0.42,29.1,29.79,5.2,5,7.6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,67.71428571428571,69.93333333333334
2007-06-05,culex pipiens,T096,41.731922,-87.677512,6,5,1,64,47,56,48,51,9,0,417,1923,0.0,0.42,29.1,29.79,5.2,5,7.6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,67.71428571428571,69.93333333333334
2007-06-05,culex pipiens/restuans,T143,41.999129,-87.795585,6,5,1,64,47,56,48,51,9,0,417,1923,0.0,0.42,29.1,29.79,5.2,5,7.6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,67.71428571428571,69.93333333333334
2007-06-05,culex restuans,T143,41.999129,-87.795585,6,5,1,64,47,56,48,51,9,0,417,1923,0.0,0.42,29.1,29.79,5.2,5,7.6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,67.71428571428571,69.93333333333334
2007-06-05,culex restuans,T153,41.907645,-87.760886,6,5,1,64,47,56,48,51,9,0,417,1923,0.0,0.42,29.1,29.79,5.2,5,7.6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,67.71428571428571,69.93333333333334
2007-06-05,culex restuans,T159,41.732984,-87.649642,6,5,1,64,47,56,48,51,9,0,417,1923,0.0,0.42,29.1,29.79,5.2,5,7.6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,67.71428571428571,69.93333333333334
2007-06-05,culex restuans,T009,41.98196400000001,-87.812827,6,5,1,64,47,56,48,51,9,0,417,1923,0.0,0.42,29.1,29.79,5.2,5,7.6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,67.71428571428571,69.93333333333334
2007-06-05,culex restuans,T011,41.944869,-87.832763,6,5,1,64,47,56,48,51,9,0,417,1923,0.0,0.42,29.1,29.79,5.2,5,7.6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,67.71428571428571,69.93333333333334
2007-06-05,culex restuans,T016,42.011601,-87.81150600000002,6,5,1,64,47,56,48,51,9,0,417,1923,0.0,0.42,29.1,29.79,5.2,5,7.6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,67.71428571428571,69.93333333333334
2007-06-05,culex restuans,T019,41.94983,-87.69845699999998,6,5,1,64,47,56,48,51,9,0,417,1923,0.0,0.42,29.1,29.79,5.2,5,7.6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,67.71428571428571,69.93333333333334
2007-06-05,culex restuans,T025,41.979243,-87.750938,6,5,1,64,47,56,48,51,9,0,417,1923,0.0,0.42,29.1,29.79,5.2,5,7.6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,67.71428571428571,69.93333333333334
2007-06-05,culex restuans,T028,41.986921,-87.689778,6,5,1,64,47,56,48,51,9,0,417,1923,0.0,0.42,29.1,29.79,5.2,5,7.6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,67.71428571428571,69.93333333333334
2007-06-05,culex pipiens/restuans,T031,41.801498,-87.763416,6,5,1,64,47,56,48,51,9,0,417,1923,0.0,0.42,29.1,29.79,5.2,5,7.6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,67.71428571428571,69.93333333333334
2007-06-05,culex restuans,T033,41.906638,-87.701431,6,5,1,64,47,56,48,51,9,0,417,1923,0.0,0.42,29.1,29.79,5.2,5,7.6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,67.71428571428571,69.93333333333334
2007-06-05,culex restuans,T089,41.723195,-87.64997,6,5,1,64,47,56,48,51,9,0,417,1923,0.0,0.42,29.1,29.79,5.2,5,7.6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,67.71428571428571,69.93333333333334
2007-06-05,culex pipiens/restuans,T090,41.868077,-87.666901,6,5,1,64,47,56,48,51,9,0,417,1923,0.0,0.42,29.1,29.79,5.2,5,7.6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,67.71428571428571,69.93333333333334
2007-06-05,culex restuans,T090,41.868077,-87.666901,6,5,1,64,47,56,48,51,9,0,417,1923,0.0,0.42,29.1,29.79,5.2,5,7.6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,67.71428571428571,69.93333333333334
2007-06-05,culex pipiens/restuans,T092,41.869216,-87.627561,6,5,1,64,47,56,48,51,9,0,417,1923,0.0,0.42,29.1,29.79,5.2,5,7.6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,67.71428571428571,69.93333333333334
2007-06-05,culex pipiens/restuans,T135,41.662014,-87.72460799999998,6,5,1,64,47,56,48,51,9,0,417,1923,0.0,0.42,29.1,29.79,5.2,5,7.6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,67.71428571428571,69.93333333333334
2007-06-05,culex restuans,T135,41.662014,-87.72460799999998,6,5,1,64,47,56,48,51,9,0,417,1923,0.0,0.42,29.1,29.79,5.2,5,7.6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,67.71428571428571,69.93333333333334
2007-06-05,culex pipiens,T135,41.662014,-87.72460799999998,6,5,1,64,47,56,48,51,9,0,417,1923,0.0,0.42,29.1,29.79,5.2,5,7.6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,67.71428571428571,69.93333333333334
2007-06-05,culex pipiens/restuans,T141,41.961743,-87.76007,6,5,1,64,47,56,48,51,9,0,417,1923,0.0,0.42,29.1,29.79,5.2,5,7.6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,67.71428571428571,69.93333333333334
2007-06-05,culex restuans,T141,41.961743,-87.76007,6,5,1,64,47,56,48,51,9,0,417,1923,0.0,0.42,29.1,29.79,5.2,5,7.6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,67.71428571428571,69.93333333333334
2007-06-05,culex pipiens/restuans,T142,41.953067,-87.776792,6,5,1,64,47,56,48,51,9,0,417,1923,0.0,0.42,29.1,29.79,5.2,5,7.6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,67.71428571428571,69.93333333333334
2007-06-05,culex restuans,T142,41.953067,-87.776792,6,5,1,64,47,56,48,51,9,0,417,1923,0.0,0.42,29.1,29.79,5.2,5,7.6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,67.71428571428571,69.93333333333334
2007-06-05,culex restuans,T145,41.878114,-87.629798,6,5,1,64,47,56,48,51,9,0,417,1923,0.0,0.42,29.1,29.79,5.2,5,7.6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,67.71428571428571,69.93333333333334
2007-06-05,culex pipiens/restuans,T146,41.958271,-87.702575,6,5,1,64,47,56,48,51,9,0,417,1923,0.0,0.42,29.1,29.79,5.2,5,7.6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,67.71428571428571,69.93333333333334
2007-06-05,culex restuans,T146,41.958271,-87.702575,6,5,1,64,47,56,48,51,9,0,417,1923,0.0,0.42,29.1,29.79,5.2,5,7.6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,67.71428571428571,69.93333333333334
2007-06-05,culex restuans,T147,41.932094,-87.700117,6,5,1,64,47,56,48,51,9,0,417,1923,0.0,0.42,29.1,29.79,5.2,5,7.6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,67.71428571428571,69.93333333333334
2007-06-05,culex pipiens/restuans,T149,41.994469,-87.667736,6,5,1,64,47,56,48,51,9,0,417,1923,0.0,0.42,29.1,29.79,5.2,5,7.6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,67.71428571428571,69.93333333333334
2007-06-05,culex restuans,T150,42.006858,-87.675919,6,5,1,64,47,56,48,51,9,0,417,1923,0.0,0.42,29.1,29.79,5.2,5,7.6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,67.71428571428571,69.93333333333334
2007-06-05,culex pipiens/restuans,T151,41.916265,-87.800515,6,5,1,64,47,56,48,51,9,0,417,1923,0.0,0.42,29.1,29.79,5.2,5,7.6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,67.71428571428571,69.93333333333334
2007-06-05,culex restuans,T151,41.916265,-87.800515,6,5,1,64,47,56,48,51,9,0,417,1923,0.0,0.42,29.1,29.79,5.2,5,7.6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,67.71428571428571,69.93333333333334
2007-06-05,culex restuans,T152,41.846075,-87.716277,6,5,1,64,47,56,48,51,9,0,417,1923,0.0,0.42,29.1,29.79,5.2,5,7.6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,67.71428571428571,69.93333333333334
2007-06-05,culex restuans,T154,41.918705,-87.752329,6,5,1,64,47,56,48,51,9,0,417,1923,0.0,0.42,29.1,29.79,5.2,5,7.6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,67.71428571428571,69.93333333333334
2007-06-05,culex pipiens/restuans,T158,41.682587,-87.707973,6,5,1,64,47,56,48,51,9,0,417,1923,0.0,0.42,29.1,29.79,5.2,5,7.6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,67.71428571428571,69.93333333333334
2007-06-05,culex restuans,T158,41.682587,-87.707973,6,5,1,64,47,56,48,51,9,0,417,1923,0.0,0.42,29.1,29.79,5.2,5,7.6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,67.71428571428571,69.93333333333334
2007-06-05,culex pipiens/restuans,T162,41.725517,-87.61425799999998,6,5,1,64,47,56,48,51,9,0,417,1923,0.0,0.42,29.1,29.79,5.2,5,7.6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,67.71428571428571,69.93333333333334
2007-06-05,culex pipiens/restuans,T218,41.948167,-87.730698,6,5,1,64,47,56,48,51,9,0,417,1923,0.0,0.42,29.1,29.79,5.2,5,7.6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,67.71428571428571,69.93333333333334
2007-06-05,culex restuans,T218,41.948167,-87.730698,6,5,1,64,47,56,48,51,9,0,417,1923,0.0,0.42,29.1,29.79,5.2,5,7.6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,67.71428571428571,69.93333333333334
2007-06-05,culex restuans,T220,41.963976,-87.69181,6,5,1,64,47,56,48,51,9,0,417,1923,0.0,0.42,29.1,29.79,5.2,5,7.6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,67.71428571428571,69.93333333333334
2007-06-26,culex pipiens/restuans,T002,41.95469,-87.800991,6,26,1,92,70,81,69,72,0,16,418,1931,0.0,0.16,29.39,30.11,6.1,22,7.1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,72.14285714285714,74.63333333333334
2007-06-26,culex restuans,T002,41.95469,-87.800991,6,26,1,92,70,81,69,72,0,16,418,1931,0.0,0.16,29.39,30.11,6.1,22,7.1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,72.14285714285714,74.63333333333334
2007-06-26,culex other,T002,41.95469,-87.800991,6,26,1,92,70,81,69,72,0,16,418,1931,0.0,0.16,29.39,30.11,6.1,22,7.1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,72.14285714285714,74.63333333333334
2007-06-26,culex pipiens/restuans,T007,41.994991,-87.769279,6,26,1,92,70,81,69,72,0,16,418,1931,0.0,0.16,29.39,30.11,6.1,22,7.1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,72.14285714285714,74.63333333333334
2007-06-26,culex restuans,T007,41.994991,-87.769279,6,26,1,92,70,81,69,72,0,16,418,1931,0.0,0.16,29.39,30.11,6.1,22,7.1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,72.14285714285714,74.63333333333334
2007-06-26,culex restuans,T015,41.974089,-87.824812,6,26,1,92,70,81,69,72,0,16,418,1931,0.0,0.16,29.39,30.11,6.1,22,7.1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,72.14285714285714,74.63333333333334
2007-06-26,culex pipiens/restuans,T045,41.9216,-87.666455,6,26,1,92,70,81,69,72,0,16,418,1931,0.0,0.16,29.39,30.11,6.1,22,7.1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,72.14285714285714,74.63333333333334
2007-06-26,culex restuans,T045,41.9216,-87.666455,6,26,1,92,70,81,69,72,0,16,418,1931,0.0,0.16,29.39,30.11,6.1,22,7.1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,72.14285714285714,74.63333333333334
2007-06-26,culex pipiens/restuans,T046,41.891118,-87.65449100000002,6,26,1,92,70,81,69,72,0,16,418,1931,0.0,0.16,29.39,30.11,6.1,22,7.1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,72.14285714285714,74.63333333333334
2007-06-26,culex restuans,T046,41.891118,-87.65449100000002,6,26,1,92,70,81,69,72,0,16,418,1931,0.0,0.16,29.39,30.11,6.1,22,7.1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,72.14285714285714,74.63333333333334
2007-06-26,culex pipiens/restuans,T048,41.867108,-87.654224,6,26,1,92,70,81,69,72,0,16,418,1931,0.0,0.16,29.39,30.11,6.1,22,7.1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,72.14285714285714,74.63333333333334
2007-06-26,culex restuans,T049,41.896282,-87.655232,6,26,1,92,70,81,69,72,0,16,418,1931,0.0,0.16,29.39,30.11,6.1,22,7.1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,72.14285714285714,74.63333333333334
2007-06-26,culex restuans,T050,41.919343,-87.694259,6,26,1,92,70,81,69,72,0,16,418,1931,0.0,0.16,29.39,30.11,6.1,22,7.1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,72.14285714285714,74.63333333333334
2007-06-26,culex pipiens/restuans,T086,41.688324,-87.676709,6,26,1,92,70,81,69,72,0,16,418,1931,0.0,0.16,29.39,30.11,6.1,22,7.1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,72.14285714285714,74.63333333333334
2007-06-26,culex pipiens/restuans,T086,41.688324,-87.676709,6,26,1,92,70,81,69,72,0,16,418,1931,0.0,0.16,29.39,30.11,6.1,22,7.1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,72.14285714285714,74.63333333333334
2007-06-26,culex restuans,T086,41.688324,-87.676709,6,26,1,92,70,81,69,72,0,16,418,1931,0.0,0.16,29.39,30.11,6.1,22,7.1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,72.14285714285714,74.63333333333334
2007-06-26,culex restuans,T096,41.731922,-87.677512,6,26,1,92,70,81,69,72,0,16,418,1931,0.0,0.16,29.39,30.11,6.1,22,7.1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,72.14285714285714,74.63333333333334
2007-06-26,culex pipiens/restuans,T129,41.891126,-87.61156,6,26,1,92,70,81,69,72,0,16,418,1931,0.0,0.16,29.39,30.11,6.1,22,7.1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,72.14285714285714,74.63333333333334
2007-06-26,culex restuans,T129,41.891126,-87.61156,6,26,1,92,70,81,69,72,0,16,418,1931,0.0,0.16,29.39,30.11,6.1,22,7.1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,72.14285714285714,74.63333333333334
2007-06-26,culex pipiens/restuans,T143,41.999129,-87.795585,6,26,1,92,70,81,69,72,0,16,418,1931,0.0,0.16,29.39,30.11,6.1,22,7.1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,72.14285714285714,74.63333333333334
2007-06-26,culex restuans,T143,41.999129,-87.795585,6,26,1,92,70,81,69,72,0,16,418,1931,0.0,0.16,29.39,30.11,6.1,22,7.1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,72.14285714285714,74.63333333333334
2007-06-26,culex pipiens/restuans,T148,42.01743,-87.68776899999997,6,26,1,92,70,81,69,72,0,16,418,1931,0.0,0.16,29.39,30.11,6.1,22,7.1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,72.14285714285714,74.63333333333334
